id,city,year,weekofyear,total_cases
1147,iq,2004,30,-2
1148,iq,2004,31,-1
1149,iq,2004,32,-5
1150,iq,2004,33,-7
1151,iq,2004,34,-19
1152,iq,2004,35,-8
1153,iq,2004,36,-3
1154,iq,2004,37,-2
1155,iq,2004,38,7
1156,iq,2004,39,5
1157,iq,2004,40,7
1158,iq,2004,41,6
1159,iq,2004,42,14
1160,iq,2004,43,4
1161,iq,2004,44,3
1162,iq,2004,45,15
1163,iq,2004,46,18
1164,iq,2004,47,3
1165,iq,2004,48,13
1166,iq,2004,49,12
1167,iq,2004,50,18
1168,iq,2004,51,12
1169,iq,2004,52,15
1170,iq,2005,53,15
1171,iq,2005,1,4
1172,iq,2005,2,12
1173,iq,2005,3,14
1174,iq,2005,4,15
1175,iq,2005,5,11
1176,iq,2005,6,16
1177,iq,2005,7,20
1178,iq,2005,8,20
1179,iq,2005,9,15
1180,iq,2005,10,27
1181,iq,2005,11,6
1182,iq,2005,12,9
1183,iq,2005,13,11
1184,iq,2005,14,10
1185,iq,2005,15,24
1186,iq,2005,16,27
1187,iq,2005,17,21
1188,iq,2005,18,7
1189,iq,2005,19,15
1190,iq,2005,20,17
1191,iq,2005,21,4
1192,iq,2005,22,9
1193,iq,2005,23,9
1194,iq,2005,24,8
1195,iq,2005,25,3
1196,iq,2005,26,-4
1197,iq,2005,27,-4
1198,iq,2005,28,8
1199,iq,2005,29,-5
1200,iq,2005,30,-17
1201,iq,2005,31,-2
1202,iq,2005,32,4
1203,iq,2005,33,11
1204,iq,2005,34,7
1205,iq,2005,35,3
1206,iq,2005,36,6
1207,iq,2005,37,10
1208,iq,2005,38,0
1209,iq,2005,39,7
1210,iq,2005,40,9
1211,iq,2005,41,8
1212,iq,2005,42,5
1213,iq,2005,43,15
1214,iq,2005,44,5
1215,iq,2005,45,10
1216,iq,2005,46,6
1217,iq,2005,47,21
1218,iq,2005,48,18
1219,iq,2005,49,15
1220,iq,2005,50,11
1221,iq,2005,51,19
1222,iq,2006,52,17
1223,iq,2006,1,13
1224,iq,2006,2,8
1225,iq,2006,3,8
1226,iq,2006,4,13
1227,iq,2006,5,15
1228,iq,2006,6,21
1229,iq,2006,7,12
1230,iq,2006,8,3
1231,iq,2006,9,8
1232,iq,2006,10,19
1233,iq,2006,11,17
1234,iq,2006,12,7
1235,iq,2006,13,18
1236,iq,2006,14,6
1237,iq,2006,15,18
1238,iq,2006,16,13
1239,iq,2006,17,9
1240,iq,2006,18,8
1241,iq,2006,19,-7
1242,iq,2006,20,-4
1243,iq,2006,21,0
1244,iq,2006,22,-2
1245,iq,2006,23,-3
1246,iq,2006,24,10
1247,iq,2006,25,-4
1248,iq,2006,26,3
1249,iq,2006,27,-3
1250,iq,2006,28,0
1251,iq,2006,29,-3
1252,iq,2006,30,-3
1253,iq,2006,31,-3
1254,iq,2006,32,-10
1255,iq,2006,33,-1
1256,iq,2006,34,9
1257,iq,2006,35,-2
1258,iq,2006,36,2
1259,iq,2006,37,6
1260,iq,2006,38,1
1261,iq,2006,39,13
1262,iq,2006,40,13
1263,iq,2006,41,6
1264,iq,2006,42,20
1265,iq,2006,43,7
1266,iq,2006,44,17
1267,iq,2006,45,17
1268,iq,2006,46,13
1269,iq,2006,47,9
1270,iq,2006,48,7
1271,iq,2006,49,23
1272,iq,2006,50,22
1273,iq,2006,51,14
1274,iq,2007,1,13
1275,iq,2007,2,9
1276,iq,2007,3,13
1277,iq,2007,4,25
1278,iq,2007,5,10
1279,iq,2007,6,9
1280,iq,2007,7,8
1281,iq,2007,8,10
1282,iq,2007,9,4
1283,iq,2007,10,14
1284,iq,2007,11,13
1285,iq,2007,12,9
1286,iq,2007,13,10
1287,iq,2007,14,21
1288,iq,2007,15,16
1289,iq,2007,16,8
1290,iq,2007,17,12
1291,iq,2007,18,17
1292,iq,2007,19,7
1293,iq,2007,20,12
1294,iq,2007,21,6
1295,iq,2007,22,-9
1296,iq,2007,23,-1
1297,iq,2007,24,-7
1298,iq,2007,25,1
1299,iq,2007,26,-1
1300,iq,2007,27,-5
1301,iq,2007,28,-8
1302,iq,2007,29,7
1303,iq,2007,30,-4
1304,iq,2007,31,-6
1305,iq,2007,32,-7
1306,iq,2007,33,7
1307,iq,2007,34,-1
1308,iq,2007,35,13
1309,iq,2007,36,5
1310,iq,2007,37,0
1311,iq,2007,38,-8
1312,iq,2007,39,-1
1313,iq,2007,40,11
1314,iq,2007,41,6
1315,iq,2007,42,18
1316,iq,2007,43,5
1317,iq,2007,44,2
1318,iq,2007,45,20
1319,iq,2007,46,11
1320,iq,2007,47,21
1321,iq,2007,48,10
1322,iq,2007,49,17
1323,iq,2007,50,16
1324,iq,2007,51,13
1325,iq,2007,52,15
1326,iq,2008,1,12
1327,iq,2008,2,15
1328,iq,2008,3,7
1329,iq,2008,4,15
1330,iq,2008,5,8
1331,iq,2008,6,10
1332,iq,2008,7,10
1333,iq,2008,8,8
1334,iq,2008,9,17
1335,iq,2008,10,2
1336,iq,2008,11,-1
1337,iq,2008,12,6
1338,iq,2008,13,12
1339,iq,2008,14,11
1340,iq,2008,15,12
1341,iq,2008,16,8
1342,iq,2008,17,17
1343,iq,2008,18,11
1344,iq,2008,19,4
1345,iq,2008,20,2
1346,iq,2008,21,10
1347,iq,2008,22,16
1348,iq,2008,23,9
1349,iq,2008,24,-6
1350,iq,2008,25,13
1351,iq,2008,26,10
1352,iq,2008,27,-3
1353,iq,2008,28,2
1354,iq,2008,29,-1
1355,iq,2008,30,1
1356,iq,2008,31,1
1357,iq,2008,32,10
1358,iq,2008,33,7
1359,iq,2008,34,10
1360,iq,2008,35,3
1361,iq,2008,36,3
1362,iq,2008,37,9
1363,iq,2008,38,13
1364,iq,2008,39,13
1365,iq,2008,40,-1
1366,iq,2008,41,19
1367,iq,2008,42,1
1368,iq,2008,43,13
1369,iq,2008,44,12
1370,iq,2008,45,18
1371,iq,2008,46,6
1372,iq,2008,47,22
1373,iq,2008,48,14
1374,iq,2008,49,17
1375,iq,2008,50,10
1376,iq,2008,51,10
1377,iq,2008,52,14
1378,iq,2009,1,14
1379,iq,2009,2,13
1380,iq,2009,3,24
1381,iq,2009,4,11
1382,iq,2009,5,11
1383,iq,2009,6,21
1384,iq,2009,7,11
1385,iq,2009,8,13
1386,iq,2009,9,8
1387,iq,2009,10,18
1388,iq,2009,11,17
1389,iq,2009,12,17
1390,iq,2009,13,16
1391,iq,2009,14,15
1392,iq,2009,15,12
1393,iq,2009,16,10
1394,iq,2009,17,20
1395,iq,2009,18,17
1396,iq,2009,19,15
1397,iq,2009,20,7
1398,iq,2009,21,3
1399,iq,2009,22,15
1400,iq,2009,23,17
1401,iq,2009,24,3
1402,iq,2009,25,3
1403,iq,2009,26,8
1404,iq,2009,27,4
1405,iq,2009,28,8
1406,iq,2009,29,6
1407,iq,2009,30,-2
1408,iq,2009,31,2
1409,iq,2009,32,-1
1410,iq,2009,33,0
1411,iq,2009,34,6
1412,iq,2009,35,4
1413,iq,2009,36,14
1414,iq,2009,37,14
1415,iq,2009,38,11
1416,iq,2009,39,6
1417,iq,2009,40,11
1418,iq,2009,41,9
1419,iq,2009,42,9
1420,iq,2009,43,12
1421,iq,2009,44,16
1422,iq,2009,45,16
1423,iq,2009,46,18
1424,iq,2009,47,17
1425,iq,2009,48,21
1426,iq,2009,49,20
1427,iq,2009,50,14
1428,iq,2009,51,26
1429,iq,2009,52,17
1430,iq,2010,53,17
1431,iq,2010,1,9
1432,iq,2010,2,9
1433,iq,2010,3,12
1434,iq,2010,4,14
1435,iq,2010,5,13
1436,iq,2010,6,17
1437,iq,2010,7,14
1438,iq,2010,8,22
1439,iq,2010,9,24
1440,iq,2010,10,18
1441,iq,2010,11,22
1442,iq,2010,12,21
1443,iq,2010,13,6
1444,iq,2010,14,27
1445,iq,2010,15,15
1446,iq,2010,16,20
1447,iq,2010,17,20
1448,iq,2010,18,19
1449,iq,2010,19,22
1450,iq,2010,20,-2
1451,iq,2010,21,13
1452,iq,2010,22,14
1453,iq,2010,23,1
1454,iq,2010,24,0
1455,iq,2010,25,-2
